发布日期,省,市,区,物资需求机构,捐赠地址,公告标题,N95口罩,医用外科口罩,一次性医用口罩,防护服,一次性医用帽,护目镜,防冲击眼罩,防护面罩,医用一次性乳胶手套,一次性手术衣,84消毒液,医用酒精,联系人/联系方式,来源网址,来源网站,是否政府网站
2020-01-24,湖北省,咸宁市,咸安区,华中科技大学同济咸宁医院接受爱心捐赠公告,湖北省咸宁市咸安区金桂路,华中科技大学同济咸宁医院接受爱心捐赠公告,1,1,1,1,,1,1,1,,,,,毛老师:13997502572  吴老师:13872192920,"=HYPERLINK(""http://www.xnzxyy.com/index.php/index-view-aid-2220.html"")",咸宁市中心医院,否
2020-01-23,湖北省,鄂州市,,鄂州市新型冠状病毒感染的肺炎防控指挥部,鄂州市新型冠状病毒感染的肺炎防控指挥部,鄂州市接受捐赠通告,,,,,,,,,,,,,方微:13677119334  周玲:13971984114  陈玉章:13908688335  邱德勋:15308682005,"=HYPERLINK(""http://www.ezhou.gov.cn/gk/gsgg_1/202001/t20200124_322505.html"")",鄂州市政府门户网站,是
2020-01-23,湖北省,武汉市,南漳县,肺炎防控指挥部,肺炎防控指挥部,武汉市新冠肺炎防控指挥部通告 （第4号） - 南漳县人民政府门户网站,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""http://nz.xiangyang.gov.cn/xwzx/nzyw/202001/t20200123_2016762.shtml"")",南漳县人民政府,是
2020-01-23,湖北省,武汉市,,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部,[关注]武汉市新冠肺炎防控指挥部通告（第4号） - 民生关注  - 十堰市委市政府门户网站,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""http://www.shiyan.gov.cn/xwzx_2477/msgz/202001/t20200123_2004153.shtml"")",十堰市委市政府门户网站,是
2020-01-23,湖北省,武汉市,,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部通告（第4号）,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""http://xy.xiangyang.gov.cn/zxzx/xwzt/gzxxgzbd/zxtb/202001/t20200123_2016772.shtml"")",,是
2020-01-23,湖北省,武汉市,,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部通告（第4号）  - 湖北省人民政府门户网站,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""http://www.hubei.gov.cn/zhuanti/2020/gzxxgzbd/zxtb/202001/t20200123_2014589.shtml"")",湖北省人民政府门户网站,是
2020-01-23,湖北省,武汉市,,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部,武汉市新冠肺炎防控指挥部通告（第4号） - 通知公告 - 东西湖区人民政府,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""http://mobile.dongxihu.gov.cn/detail-124301.html"")",mobile.dongxihu.gov.cn,是
2020-01-23,湖北省,十堰市,,十堰市新型冠状病毒感染的肺炎防控指挥部,、联系电话、使用原因），统一调度应急出租车,房县政府网手机-公示公告,,,,,,,,,,,,,魏源源:18942182731  吴远海:15871126868,"=HYPERLINK(""http://www.fangxian.gov.cn/sjb/gsgg_sjb/202001/t20200128_1937435.shtml"")",房县政府网,是
2020-01-23,湖北省,十堰市,,十堰市新型冠状病毒感染的肺炎防控指挥部,、联系电话、使用原因），统一调度应急出租车,通告！十堰出租车网约车停运，殡仪馆公墓封闭管理-房县政府网,,,,,,,,,,,,,魏源源:18942182731  吴远海:15871126868,"=HYPERLINK(""http://www.fangxian.gov.cn/zwgk_t/xxgkzl/xxgkml_31749/tzgg_33999/202001/t20200128_1937435.shtml"")",房县政府网,是
2020-01-22,广东省,东莞市,,五、动员我市慈善力量依法有序参与疫情防控工作,五、动员我市慈善力量依法有序参与疫情防控工作,东莞市民政局疫情防控工作通告,,,,,,,,,,,,,李建军:13428433345  黄四妹:13609662002  刘贞:13480083656  姚艳芬:13450621149,"=HYPERLINK(""http://mzj.dg.gov.cn/gkmlpt/content/2/2790/post_2790886.html"")",东莞市民政局门户网,是
2019-08-01,浙江省,宁波市,北仑区,,,宁波市北仑区关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠的公告,1,,,1,1,1,,1,1,,,,0574-8678228,"=HYPERLINK(""http://www.yzumpa.cn/xwjj/34680.html"")",扬州大学MPA教育中心,否
,黑龙江省,哈尔滨市,南岗区,省和各市、县(市、区)红十字会捐款账号。,哈尔滨市南岗区十字街33号,黑龙江省红十字会抗击新型冠状病毒感染肺炎接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,陈曼茹:15146044111  李玲:15904515200,"=HYPERLINK(""http://www.hlj.chinanews.com/hljnews/2020/0131/54273.html"")",黑龙江新闻—中国新闻网,否
,陕西省,西安市,新城区,西安东大肛肠医院,西安市新城区西五路161号,西安市中医院接受社会捐赠公告,1,1,1,1,,1,1,1,,,,,陈先生:13772054276  孙先生:13572912379  杜老师:13891937639  屈老师:15591808976,"=HYPERLINK(""https://xian.qq.com/a/20200127/009843.htm"")",xian.qq.com,否
,陕西省,渭南市,,渭南市中心医院,陕西省渭南市胜利大街与渭清路东北角渭南市中心医院,渭南市中心医院接受捐赠公告,1,1,,1,,,,,,1,,,管老师:13709138000,"=HYPERLINK(""http://www.linwei.gov.cn/xwzx/gqgg/118786.htm"")",渭南·临渭,是
,陕西省,汉中市,城固县,陕西省汉中市城固县西环三路南段（城固县医院）,陕西省汉中市城固县西环三路南段（城固县医院）,城固县医院接受社会捐赠公告,1,1,1,1,,1,,1,1,1,,,马先生:15319353099  王先生:13992680296,"=HYPERLINK(""http://www.chenggu.gov.cn/news/gqgg/93644.htm"")",城固县人民政府,是
,重庆市,重庆市,渝中区,渝中区卫生健康委员会接受爱心捐赠公告,渝中区管家巷9号711办公室（渝中区卫生健康委员会）,渝中区卫生健康委员会接受爱心捐赠公告,1,1,1,1,,1,1,1,1,,,1,陈老师:13983983182  王老师:13618375180,"=HYPERLINK(""http://www.cqyz.gov.cn/content.jsp?id=2c9f814e6fe65498016feeff44d10253&classid=c498959ee00b4fa29d4ef5bd1cb5fca3"")",重庆市渝中区人民政府,是
,重庆市,重庆市,奉节县,重庆市奉节县白帝镇中心卫生院,重庆市奉节县白帝镇中心卫生院,白帝镇中心卫生院接受爱心捐赠公告,1,1,1,1,,1,,1,,,,,杨赞瑾:15923878338,"=HYPERLINK(""http://www.cqfj.gov.cn/zfxx/web_show_22358.shtml"")",::重庆市奉节县人民政府网::,是
,重庆市,重庆市,,慈善事业促进和社会工作处,慈善事业促进和社会工作处,重庆市民政局,1,1,1,1,,1,,1,1,,,,徐进:15823103969  彭璐:13647607702,"=HYPERLINK(""http://mzj.cq.gov.cn/cqmz/html/tzgg/20200128/20332.html"")",重庆市民政局,是
,重庆市,重庆市,,重庆市卫生健康委员会,重庆市卫生健康委员会,关于接受新型冠状病毒感染的肺炎防控公益捐赠的公告,,,,,,,,,,,,,023-6770603、023-6770663,"=HYPERLINK(""http://wsjkw.cq.gov.cn/tzgg/20200130/250454.html"")",重庆市卫生健康委员会官网-首页,是
,辽宁省,沈阳市,大东区,参与大东区消防应急演练,和邮政编码)及其他需要说明的事项,荣耀v30是5g双模吗汉阳区慈善会关于接受社会各界人士捐赠的公告,1,1,,1,,1,,,,,,,政局）:13971357885  善会）:18971683582,"=HYPERLINK(""http://kdkbl.cn/a/shehuishishi/2020/0129/49367.html"")",烟台头条网 - 山东省地方新闻资讯门户网站,否
,辽宁省,本溪市,桓仁满族自治县,桓仁满族自治县红十字会,桓仁满族自治县八卦城街道福民街（县卫健局五楼）,【桓仁县疫情防控信息】桓仁满族自治县红十字会应对新型冠状病毒感染的肺炎疫情接收社会捐赠的公告_桓仁新闻_新闻中心_桓仁满族自治县政府,1,1,,1,,1,,1,,,1,1,赵茜:13842457555,"=HYPERLINK(""http://www.hr.gov.cn/xwzx/hrxw/content_436045"")",桓仁满族自治县政府,是
,福建省,龙岩市,,三、龙岩市红十字会联系电话,三、龙岩市红十字会联系电话,龙岩市红十字会关于接收社会捐赠的公告,1,1,,1,1,1,,1,,,1,,0597-3080935、0597-3080936、0597-3080961,"=HYPERLINK(""http://www.longyan.gov.cn/xw/yw2/202001/t20200128_1640116.htm"")",龙岩市人民政府门户网站,是
,福建省,龙岩市,,福建日报日期,为,龙岩市卫生健康委员会 - 省红十字会开通多条渠道接收社会捐赠,1,1,,1,1,1,,1,,,1,,0591-8776335,"=HYPERLINK(""http://wjw.longyan.gov.cn/zwgk/gzdt/202001/t20200128_1640098.htm"")",龙岩市卫生健康委员会,是
,福建省,莆田市,城厢区,版权所有@莆田市卫生健康委员会网,为城厢区荔城中大道1998号一号楼（莆田市政府），负责接收物资联系人为欧阳天翔13860958838，市工信局负责接收物资联系人为林志达18850988993,"市红十字会倡议各界参与捐赠
        _
        媒体报道
        _
        莆田市卫生健康委员会",1,1,,1,1,1,,1,,,1,,阳天翔:13860958838  林志达:18850988993,"=HYPERLINK(""http://wjw.putian.gov.cn/zwgk/mtbd/202001/t20200130_1443177.htm"")",莆田市卫生健康委员会,是
,福建省,福州市,仓山区,指挥部统一调配使用。,仓山区南台路38号-15，,仓山区红十字会关于防控新型冠状病毒感染肺炎捐赠的公告_公示公告_福州市仓山区政府,1,1,,,1,,,,,,1,,祥珍:13506991218,"=HYPERLINK(""http://www.fzcangshan.gov.cn/xjwz/xxgk/tzgg/gsgg/202001/t20200129_3190731.htm"")",福州市仓山区政府,是
,福建省,泉州市,,泉州市红十字会开通社会募捐通道,泉州市红十字会开通社会募捐通道,泉州市红十字会开通社会募捐通道-部门动态-泉州动态-政府信息公开专栏-政务公开-泉州市人民政府,1,1,,1,1,1,,1,,,1,,0595-2225337,"=HYPERLINK(""http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/bmdt/202001/t20200128_2022857.htm"")",泉州市人民政府,是
,甘肃省,平凉市,静宁县,0933-2521061（静宁县卫生健康局）,静宁县城关镇二天门巷人社局门口办公楼七楼,关于静宁县卫生健康局和静宁县红十字会联合呼吁接收社会捐赠的公告,1,1,,1,,1,,,,,,,辛彦章:13830367866  赵永福:18293369045,"=HYPERLINK(""http://www.gsjn.gov.cn/xwzx/tzgg/202001/t20200129_739027.htm"")",提示,是
,甘肃省,平凉市,灵台县,,灵台县东大街129号（原卫生局办公楼）,联合呼吁接收社会捐赠的公告,1,1,,1,,1,,,,,,,0933-3625320,"=HYPERLINK(""http://www.pingliang.gov.cn/pub/gslt/zwdt/tzgg/202001/t20200129_739102.html"")",提示,是
,甘肃省,定西市,安定区,,甘肃省定西市安定区民主路3号定西市红十字会,定西市红十字会接收社会捐赠公告,1,1,,1,,1,,,,,,,小时）:18093288883,"=HYPERLINK(""http://m.dingxi.gov.cn/art/2020/1/27/art_509_1257974.html"")",定西党政网,是
,甘肃省,兰州市,城关区,开展公共卫生服务。,兰州市城关区广场南路13号，省统办三号楼五楼,甘肃省卫生健康委员会甘肃省红十字会联合呼吁接收社会捐赠的公告,1,1,,1,,1,,,,,,,捐款）:18089383303,"=HYPERLINK(""http://www.jinchuan.gov.cn/xwdt/zwdt/202001/t20200129_134646.html"")",金川区政务网主页,是
,甘肃省,兰州市,城关区,兰州大学第二医院,甘肃省兰州市城关区萃英门82号兰州大学第二医院,兰州大学第二医院接受爱心捐赠公告,1,1,1,1,,1,,1,,,,,张玲花:13919448204  徐翌翔:18993101171,"=HYPERLINK(""http://www.kaoshi123.org/zixun/17559.html"")",河南教考网 - 郑州小升初_河南中高考政策资讯_河南招生考试信息,否
,湖南省,长沙市,开福区,湖南省妇幼保健院,湖南省长沙市开福区湘春路53号,湖南省妇幼保健院发布接受社会爱心捐赠公告,1,1,,1,,1,,,1,,,,0731-8433210、0731-8433211,"=HYPERLINK(""https://hn.qq.com/a/20200130/012102.htm"")",hn.qq.com,否
,湖南省,长沙市,,长沙市第一医院接受社会爱心捐赠公告,长沙市第一医院接受社会爱心捐赠公告,长沙市第一医院接受社会爱心捐赠公告,1,1,,1,,1,,,1,,,,张卫芝:15873100608  熊淑珊:13975848395,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5685354"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
,湖南省,永州市,,永州市疫情联防联控物资保障工作组接受社会捐赠公告,永州市人民政府办公楼3楼312室,永州市疫情联防联控物资保障工作组接受社会捐赠公告,1,,1,1,,,,1,,,,,蒋芳:18907461216  李小月:15574609300,"=HYPERLINK(""http://www.yzcity.gov.cn/cnyz/yzyw/202001/22036caf7bcf4c598fa433edf88336e2.shtml"")",永州市政府门户网站欢迎您！,是
,湖南省,常德市,,,常德市洞庭大道746号市人民政府第三办公楼5楼,市红十字会发布接受防疫款物捐赠公告,1,,,1,,1,,,,,,,聂春成:18975627180  或刘宏:13974261999  王芬:15773663977  虢国安:13973653185,"=HYPERLINK(""http://www.changde.gov.cn/cdzx/bmdt/content_716536"")",常德市人民政府,是
,湖南省,岳阳市,君山区,,,君山区确诊首例新型冠状病毒感染肺炎患者，区人民政府副区长周志辉接受记者专访,1,,,1,,1,,,,,,,0730-8170007,"=HYPERLINK(""https://baijiahao.baidu.com/s?id=1657229457726281347&wfr=spider&for=pc"")",baijiahao.baidu.com,否
,湖南省,娄底市,娄星区,医院24小时值班电话0738-8662953,湖南省娄底市娄星区碧溪路,娄底市第一人民医院接受社会捐赠公告,1,1,,1,1,1,,1,,,1,,科王敏:13508447279  王琳:13973892782,"=HYPERLINK(""https://new.qq.com/omn/20200129/20200129A0J84000.html"")",优质资讯推荐_腾讯网,否
,湖北省,黄冈市,,【头条】黄冈市新冠肺炎防控指挥部通告（第3号）,【头条】黄冈市新冠肺炎防控指挥部通告（第3号）,【抗击新型肺炎】紧急！黄冈发出求助，需要您的援助之手！,1,1,,1,,1,,1,,,1,,邹德元:15671726769  邓婕:18162872013  郭荣琳:13872022748  田丽:13636095699  柳敏:18986555105,"=HYPERLINK(""http://www.hgzx.gov.cn/zxyw/2020-01-29/3986.html"")",中国人民政治协商会议黄冈市委员会,是
,湖北省,随州市,,,湖北省随州市曾都医院(随州市烈大道700号),随州市曾都医院接受爱心捐赠公告,1,1,1,1,,1,,,1,,,,刘贤洲:13774092298,"=HYPERLINK(""http://www.zengdu.gov.cn/portal.php?mod=view&aid=11438"")",随州市曾都区人民政府网站,是
,湖北省,襄阳市,襄城区,,襄阳市襄城区溪苑路12号,襄阳市慈善总会接受爱心捐赠公告,1,1,1,1,,1,1,1,,,,,张永忠:13886277277  李航:15172656688,"=HYPERLINK(""http://www.xf.gov.cn/zxzx/xwzt/gzxxgzbd/zxtb/202001/t20200128_2018539.shtml"")",,是
,湖北省,襄阳市,南漳县,,湖北省襄阳市南漳县城关镇水镜大道351号南漳县人民医院设备科,南漳县人民医院接收社会捐赠公告,,,,,,,,,,,,,王老师:13797562996,"=HYPERLINK(""http://nz.xiangyang.gov.cn/xwzx/nzyw/202001/t20200125_2017298.shtml"")",南漳县人民政府,是
,湖北省,襄阳市,保康县,保康县红十字会,保康县红十字会,保康县红十字会接受爱心捐赠公告,1,1,,1,,1,,1,,,1,1,张继贤:13972079135  杨梅:13986338677,"=HYPERLINK(""http://www.xf.gov.cn/zxzx/xwzt/gzxxgzbd/jzqk/202001/t20200131_2020408.shtml"")",,是
,湖北省,荆门市,钟祥市,钟祥市人民医院,钟祥市人民医院,钟祥市人民医院接受社会捐赠公告,,,,,,,,,,,,,肖斯洋:13997946966,"=HYPERLINK(""http://bbs.zxwindow.com/forum/detail?tid=1579875626d2a86ead"")",钟祥论坛 - 钟祥之窗|湖北钟祥领先的网络社区,否
,湖北省,荆门市,,联防联控 保障人民健康,联防联控 保障人民健康,荆门市人民政府 高度重视 关于用于新型冠状病毒肺炎疫情防控和治疗的进口捐赠物资办理通关手续的公告,,,,,,,,,,,,,请徐菁:13886026767  请王玲:13995597170,"=HYPERLINK(""http://www.jingmen.gov.cn/art/2020/1/25/art_9454_643759.html"")",荆门市人民政府,是
,湖北省,武汉市,江岸区,医院服务号,武汉市江岸区中山大道1307号,我院关于接受新型肺炎防护物资的相关流程-医院公告-武汉市第八医院,1,1,1,1,,1,1,,1,,,,高琼:18071069512  谢斌:13437265088  毕跃飞:15392907292  诸剑铮:13971415774,"=HYPERLINK(""http://www.wh8yy.cn/index.php/index-view-aid-1679.html"")",武汉市第八医院,否
,湖北省,武汉市,汉阳区,陈云龙（区慈善会） 18971683582,和邮政编码)及其他需要说明的事项,武汉市汉阳区慈善会关于接受社会各界人士捐赠的公告,1,1,,1,,1,,,,,,,政局）:13971357885  善会）:18971683582,"=HYPERLINK(""http://www.gougaoxiao.com/redianxinwen/202001/263302.html"")","搞笑网,够搞笑,邪恶漫画GIF",否
,湖北省,武汉市,武昌区,我在威尼斯号游轮上的12个小时,武昌区花园山4号湖北省中医院,湖北省中医院接受爱心捐赠公告,1,1,1,1,,1,,,1,,,,唐莉:18986072142,"=HYPERLINK(""http://caifuhao.eastmoney.com/news/20200123211635701821490"")",caifuhao.eastmoney.com,否
,湖北省,武汉市,武昌区,N95口罩,湖北省武汉市武昌区解放路238号，武汉大学人民医院医疗设备处，,1月23日下午，武汉大学人民医院微博发布接受校友捐赠公告。公告,1,1,1,1,,1,1,1,,,,,方式:13476283113,"=HYPERLINK(""https://new.qq.com/omn/20200123/20200123A0EXSL00.html"")",优质资讯推荐_腾讯网,否
,湖北省,武汉市,,（十二）武汉市红十字会,hbshszh,新沂市民政局关于动员社会组织、慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告 - 中国新沂,1,,,1,,1,,1,,,,,吴国婷:15205220069  陈国辉:13092362031  手机号:13372200588  汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://www.xy.gov.cn/xy/xxgk/InfoDetail/?InfoID=2bf20987-4bbe-4752-97e4-aca3921f1461"")",,是
,湖北省,武汉市,,看到武汉10天建火神山医院，美主持人吐槽,看到武汉10天建火神山医院，美主持人吐槽,武汉公布接受社会捐款账号和联系电话_新闻频道_中华网,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""https://news.china.com/domestic/945/20200124/37735603.html"")",news.china.com,否
,湖北省,武汉市,,300多对警医夫妻奋战武汉抗疫一线,和邮政编码)及其他需要说明的事项,汉阳区慈善会关于接受社会各界人士捐赠的公告,1,1,,1,,1,,,,,,,政局）:13971357885  善会）:18971683582,"=HYPERLINK(""http://news.cnhubei.com/content/2020-01/28/content_12654622.html"")",新闻频道_荆楚网_湖北日报网,否
,湖北省,武汉市,,的人幼稚得可悲,的人幼稚得可悲,武汉公布接受社会捐款账号和联系电话_武汉市|捐赠|接受_看看头条,,,,,,,,,,,,,汪亮:13627104336  骆钢强:13297963117  章警官:18302795638  朱警官:18302795633,"=HYPERLINK(""https://kan.china.com/article/717686.html"")",kan.china.com,否
,湖北省,宜昌市,长阳土家族自治县,请有相关资源者及时联系以上医院,湖北省宜昌市长阳土家族自治县龙舟坪镇龙舟大道72号,宜昌市夷陵医院接受爱心捐赠公告,1,1,1,1,,1,1,1,1,1,1,,徐科长:15307201386  李金桥:13997661829  付亚男:13872505170  黄全祥:13617175388  王平:13997712859  申西华:13872631977  廖勇:13986828368  代金枝:13972001441  陈宙:13647175163  杨老师:13177079590  李老师:13997662471、15090889209  刘老师:13972518448,"=HYPERLINK(""http://www.10.gov.cn/content-635-528094-1.html"")",宜昌市夷陵区人民政府,是
,湖北省,宜昌市,兴山县,兴山县红十字会关于接受社会爱心捐赠公告,兴山县红十字会关于接受社会爱心捐赠公告,兴山县红十字会关于接受社会爱心捐赠公告,1,1,1,1,,,1,1,,,,,杨知先:18086388348  李发成:18008603555,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5645101"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
,湖北省,孝感市,云梦县,,云梦县城关镇曲湖路68号（县民政局三楼）,湖北省云梦县慈善会接受爱心捐赠公告,,,,,,,,,,,,,陈鹏:18972671789,"=HYPERLINK(""http://www.yunmeng.gov.cn/gggs/742318.jhtml"")",云梦网 - 首页,是
,湖北省,孝感市,,,,防护物资紧缺：孝感市多家医院发布接受防护物资捐赠公告,,,,,,,,,,,,,010-6091056,"=HYPERLINK(""http://dy.163.com/v2/article/detail/F3OAK9ED05199DKK.html"")",网易订阅,否
,海南省,海口市,,海口市商务局,海口市商务局,关于接受社会爱心捐赠的公告,,,,,,,,,,,,,牛力人:18078961622  洪飞:13807650200  任传霞:13976963666  周中慧:13098943368,"=HYPERLINK(""http://hksw.haikou.gov.cn/a/yaowendongtai/zhanhuihuodong/2020/0127/8468.html"")",海口市商务局,是
,海南省,海口市,,市商务局，牛力人，18078961622,市商务局，牛力人，18078961622,我市发布公告 接受社会爱心捐赠_中国海口政府门户网站,,,,,,,,,,,,,牛力人:18078961622  洪飞:13807650200  任传霞:13976963666  周中慧:13098943368,"=HYPERLINK(""http://www.haikou.gov.cn/zfdt/hkyw/202001/t20200128_1487202.html"")",中国海口政府门户网站,是
,浙江省,杭州市,余杭区,（2）余杭区东湖中路239号 余杭区红十字会救灾备灾中心,余杭区南苑街道南大街265号市民之家5楼555办公室,余杭区接收社会捐赠渠道公告,1,1,,1,1,1,,1,1,,,,老师）:15158166016,"=HYPERLINK(""http://www.yuhang.gov.cn/art/2020/1/29/art_1562806_41860709.html"")",杭州余杭门户网站,是
,浙江省,杭州市,余杭区,杭州市余杭区第一人民医院,浙江省杭州市余杭区临平迎宾路369号余杭区第一人民医院,杭州市余杭区第一人民医院接受社会捐赠公告,1,1,,1,,,1,1,,,,,费老师:18968088900  高老师:15372002580,"=HYPERLINK(""http://www.yuhang.gov.cn/art/2020/1/29/art_1532128_41860655.html"")",杭州余杭门户网站,是
,浙江省,丽水市,青田县,红十字会抗击新型冠状病毒感染肺炎,青田县鹤城街道鹤城东路162号4楼,青田县红十字会抗击新型冠状病毒感染肺炎接收社会捐赠公告,,,,1,1,1,,1,1,,,,王维:13867077909  李培:13884367018,"=HYPERLINK(""http://www.qingtian.gov.cn/hszh/xxdt_56491/ggtz_56492/202001/t20200129_4361388.html"")",中国青田政府门户网,是
,河南省,开封市,,蓝色身影保障市容,开封市西环城路南段20号开封市红十字会院内东楼一楼北侧捐赠办公室,众志成城 共抗疫情 开封市红十字会即日起接受社会捐赠-我在开封挺好的-开封-映象网,1,1,,1,1,1,,1,,,1,,辰捐赠:15993355015  闻热线:13603789370  陪办”:18003719699,"=HYPERLINK(""http://kf.hnr.cn/202001/28/8365.html"")",开封-映象网,否
,河北省,秦皇岛市,海港区,,秦皇岛市海港区八一街6号,秦皇岛市红十字会接收社会爱心捐赠公告,1,1,1,1,,1,1,1,,,1,,0335-5311505、0335-5311506、0335-5311508,"=HYPERLINK(""http://www.qsjxx.gov.cn/front/3188.htm"")",,是
,河北省,唐山市,路南区,经开区抗击疫情一线 小区保安坚守岗位 保障群众健康安全,河北省唐山市路南区胜利路65号,紧急发布！唐山市人民医院接受社会捐赠的公告,1,1,,1,,1,,1,,,1,,崔靖:13363213662,"=HYPERLINK(""https://baijiahao.baidu.com/s?id=1657036895019760571&wfr=spider&for=pc"")",baijiahao.baidu.com,否
,河北省,唐山市,,经开区抗击疫情一线 小区保安坚守岗位 保障群众健康安全,河北省唐山市曹妃甸区滨海大街61号,曹妃甸区医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,王小光:18632595887,"=HYPERLINK(""https://baijiahao.baidu.com/s?id=1657234994671490436&wfr=spider&for=pc"")",baijiahao.baidu.com,否
,河北省,,,（二）河北慈善联合基金会,（二）河北慈善联合基金会,河北日报：河北慈善组织接收捐赠方式公布,,,,,,,,,,,,,行；:15373036804  款）:18633822379,"=HYPERLINK(""http://minzheng.hebei.gov.cn/mzzx/mtgz/202001/t20200128_59668.html"")",河北省民政厅,是
,江西省,景德镇市,,景德镇市红十字会接受社会捐赠的公告,景德镇市红十字会接受社会捐赠的公告,【众志成城抗疫情】景德镇市红十字会接受社会捐赠的公告,1,1,,1,1,1,,1,,,1,,碧琳）:15807986779,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5684514"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
,江西省,吉安市,泰和县,,,泰和县人民政府网-省新型冠状病毒感染的肺炎疫情防控应急指挥部发布公告,1,1,,1,1,1,,1,,,1,,公室）:13970896018  士）:13755607793,"=HYPERLINK(""http://www.jxth.gov.cn/news-show-45906.html"")",泰和县人民政府网,是
,江西省,吉安市,吉安县,吉安县新型冠状病毒感染的肺炎疫情联防联控应急指挥部办公室,吉安县新型冠状病毒感染的肺炎疫情联防联控应急指挥部办公室,吉安县接受社会捐赠防疫物资的公告,1,1,,1,1,1,,1,1,,1,,公室）:13979603560,"=HYPERLINK(""http://www.jianxian.gov.cn/html/2020/0-28/n76052308.html"")",吉安县人民政府网,是
,江西省,九江市,湖口县,湖口县人民医院接受防护物资爱心捐赠公告,湖口县人民医院接受防护物资爱心捐赠公告,湖口县人民医院接受防护物资爱心捐赠公告,1,,,1,,1,,1,,,,,险峰:13970202211,"=HYPERLINK(""http://jjxmt.cn/wenhua/hukouxian/2020-01-30/62403.html"")",九江新媒体『JJXMT.CN』,否
,江西省,,,,,江西省人民政府 江西要闻 即日起接受社会各界捐助,1,1,,1,1,1,,1,,,1,,公室）:13970896018  士）:13755607793,"=HYPERLINK(""http://www.jiangxi.gov.cn/art/2020/1/29/art_393_1494070.html"")",江西省人民政府,是
,江苏省,镇江市,润州区,镇江市润州区慈善总会关于接受社会各界人士捐赠的公告,润州区太平路,镇江市润州区慈善总会关于接受社会各界人士捐赠的公告,1,1,,1,,,,,,1,,,0511-8705339、0511-8705707,"=HYPERLINK(""http://www.rzcszh.com/index.php?c=content&a=show&id=720"")",镇江市润州区慈善总会,否
,江苏省,镇江市,丹阳市,,丹阳市开发区凤凰路卫健委内211办公室,丹阳市公益组织接收社会捐赠的公告,1,1,1,1,,1,1,1,1,,,1,0511-8652112,"=HYPERLINK(""http://www.danyang.gov.cn/dyfront/002/20200128/002002_5d9f5fb3-c375-458c-91ff-5d5c4a01c857.htm"")",,是
,江苏省,苏州市,太仓市,,太仓市红十字会物资仓库（科教新城太平路与文治路交叉口国信金融大厦）,太仓市红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,1,1,,张燕:15850288476  李海舟:15262568737,"=HYPERLINK(""http://www.taicang.gov.cn/site_service/005001/005001002/005001002003/20200130/ea2e7a82-e028-46db-8cfa-f5f09ddc8d5b.html"")",太仓市人民政府,是
,江苏省,扬州市,宝应县,设置padding为上下10px,宝应县红十字会（宝应县安民路23号）联系人及电话,应对疫情宝应红十字会接收社会捐赠_基层简讯_中共宝应县委,1,1,,1,,1,,1,,1,1,,0514-8089721、0514-8824426,"=HYPERLINK(""http://wap.baoying.gov.cn/index.php/cms/item-view-id-52540.shtml"")",中共宝应县委,是
,江苏省,扬州市,,,扬州市徐凝门路118号，扬州市红十字会救护培训中心,坚决阻击疫情！扬州市红十字会接受爱心捐赠 - 扬州市红十字会--中国扬州门户网站群,1,1,,1,1,1,,1,,,1,,0514-8082617、0514-8298098、0514-8342511、0514-8464156、0514-8736330,"=HYPERLINK(""http://hszh.yangzhou.gov.cn/yzshszh/tzgg/202001/d02d8297aba4436e8483918461ed35b0.shtml"")",扬州市红十字会 - 中国扬州门户网站群 - 欢迎您,是
